ORF	Gene
MAG06_5_74	Gene000480
MAG06_5_75	Gene000481
MAG06_5_76	Gene000482
MAG06_5_77	Gene000483
MAG06_5_78	Gene000484
MAG06_5_79	Gene000485
MAG06_5_80	Gene000486
MAG06_5_81	Gene000487
MAG06_5_82	Gene000488
MAG06_5_83	Gene000489
MAG06_5_84	Gene000490
MAG06_5_85	Gene000491
MAG06_5_86	Gene000492
MAG06_5_87	Gene000493
MAG06_5_88	Gene000494
MAG06_5_89	Gene000495
MAG06_5_90	Gene000496
MAG06_5_91	Gene000497
MAG06_5_92	Gene000498
MAG06_5_93	Gene000499
MAG06_5_94	Gene000500
MAG06_5_95	Gene000501
MAG06_5_96	Gene000502
MAG06_5_97	Gene000503
MAG07_7_8	Gene000504
MAG07_7_9	Gene000505
MAG07_8_1	Gene000506
MAG07_8_3	Gene000507
MAG07_8_4	Gene000508
MAG07_8_5	Gene000509
MAG07_8_7	Gene000510
MAG07_8_10	Gene000511
MAG07_8_11	Gene000512
MAG07_8_12	Gene000513
MAG07_9_2	Gene000514
MAG07_9_4	Gene000515
MAG07_9_7	Gene000516
MAG07_9_8	Gene000517
MAG07_9_9	Gene000518
MAG07_10_1	Gene000519
MAG07_10_2	Gene000520
MAG07_10_3	Gene000521
MAG08_2_10	Gene000521
MAG36_11_21	Gene000521
MAG38_5_14	Gene000521
MAG39_2_35	Gene000521
MAG07_10_5	Gene000522
MAG08_2_12	Gene000522
MAG38_5_12	Gene000522
MAG39_2_33	Gene000522
MAG31_98_5	Gene000522
MAG07_10_6	Gene000523
MAG07_10_7	Gene000524
MAG38_5_10	Gene000524
MAG07_10_8	Gene000525
MAG07_10_10	Gene000526
MAG07_11_1	Gene000527
MAG07_11_2	Gene000528
MAG39_6_3	Gene000528
MAG07_11_3	Gene000529
MAG07_11_4	Gene000530
MAG21_353_3	Gene000530
MAG20_33_33	Gene000530
MAG25_13_3	Gene000530
MAG66_259_2	Gene000530
MAG06_9_42	Gene000530
MAG07_11_5	Gene000531
MAG38_110_2	Gene000531
MAG39_6_4	Gene000531
MAG07_11_9	Gene000532
MAG07_11_10	Gene000533
MAG07_11_12	Gene000534
MAG07_12_1	Gene000535
MAG01_2_141	Gene000535
MAG08_13_35	Gene000535
MAG38_75_4	Gene000535
MAG39_4_67	Gene000535
MAG57_2_7	Gene000535
MAG07_12_4	Gene000536
MAG39_4_70	Gene000536
MAG38_75_1	Gene000536
MAG08_13_33	Gene000536
MAG07_12_20	Gene000537
MAG07_13_1	Gene000538
MAG07_13_2	Gene000539
MAG57_237_4	Gene000539
MAG39_2_306	Gene000539
MAG05_10_75	Gene000539
MAG29_6_70	Gene000539
MAG45_427_3	Gene000539
MAG14_12_26	Gene000539
MAG20_12_16	Gene000539
MAG62_3_91	Gene000539
MAG42_70_5	Gene000539
MAG34_77_4	Gene000539
MAG41_41_11	Gene000539
MAG52_35_11	Gene000539
MAG51_48_10	Gene000539
MAG56_15_41	Gene000539
MAG31_268_3	Gene000539
MAG07_13_7	Gene000540
MAG07_14_1	Gene000541
MAG07_14_4	Gene000542
MAG39_6_40	Gene000542
MAG07_28_8	Gene000542
MAG51_181_6	Gene000542
MAG07_14_5	Gene000543
MAG07_14_6	Gene000544
MAG07_14_7	Gene000545
MAG07_14_8	Gene000546
MAG07_14_9	Gene000547
MAG07_14_10	Gene000548
MAG07_15_1	Gene000549
MAG07_15_3	Gene000550
MAG07_15_4	Gene000551
MAG07_15_5	Gene000552
MAG07_15_6	Gene000553
MAG07_15_7	Gene000554
MAG07_16_1	Gene000555
MAG07_16_3	Gene000556
MAG07_16_4	Gene000557
MAG07_16_5	Gene000558
MAG07_16_6	Gene000559
MAG07_16_7	Gene000560
MAG07_16_8	Gene000561
MAG07_16_9	Gene000562
MAG07_16_10	Gene000563
MAG07_16_11	Gene000564
MAG07_17_1	Gene000565
MAG08_2_28	Gene000566
MAG08_2_29	Gene000567
MAG08_2_31	Gene000568
MAG08_2_32	Gene000569
MAG08_2_35	Gene000570
MAG31_184_2	Gene000570
MAG39_3_146	Gene000570
MAG45_110_5	Gene000570
MAG08_2_36	Gene000571
MAG21_219_5	Gene000571
MAG34_50_3	Gene000571
MAG08_2_43	Gene000572
MAG08_2_44	Gene000573
MAG61_9_2	Gene000573
MAG27_16_50	Gene000573
MAG24_16_25	Gene000573
MAG55_60_7	Gene000573
MAG11_1_280	Gene000573
MAG48_2_291	Gene000573
MAG08_2_45	Gene000574
MAG14_6_22	Gene000574
MAG20_1_22	Gene000574
MAG51_19_11	Gene000574
MAG57_258_4	Gene000574
MAG05_24_21	Gene000574
MAG29_1_34	Gene000574
MAG41_4_37	Gene000574
MAG52_11_22	Gene000574
MAG56_14_43	Gene000574
MAG60_20_23	Gene000574
MAG62_14_15	Gene000574
MAG45_84_6	Gene000574
MAG42_681_1	Gene000574
MAG34_230_3	Gene000574
MAG08_2_46	Gene000575
MAG08_2_47	Gene000576
MAG08_2_48	Gene000577
MAG08_2_49	Gene000578
MAG08_2_50	Gene000579
MAG08_2_53	Gene000580
MAG08_2_55	Gene000581
MAG08_2_56	Gene000582
MAG08_2_57	Gene000583
MAG08_2_58	Gene000584
MAG08_2_59	Gene000585
MAG08_2_60	Gene000586
MAG08_2_61	Gene000587
MAG08_2_62	Gene000588
MAG08_2_63	Gene000589
MAG08_2_65	Gene000590
MAG08_2_67	Gene000591
MAG39_8_39	Gene000591
MAG38_17_12	Gene000591
MAG03_195_2	Gene000591
MAG08_2_69	Gene000592
MAG39_8_37	Gene000592
MAG38_54_2	Gene000592
MAG08_2_71	Gene000593
MAG08_2_72	Gene000594
MAG08_2_73	Gene000595
MAG08_2_74	Gene000596
MAG08_3_2	Gene000597
MAG08_3_3	Gene000598
MAG08_3_5	Gene000599
MAG39_3_85	Gene000599
MAG07_21_7	Gene000599
MAG08_3_6	Gene000600
MAG39_3_84	Gene000600
MAG08_3_10	Gene000601
MAG08_3_12	Gene000602
MAG08_3_14	Gene000603
MAG08_3_15	Gene000604
MAG08_3_16	Gene000605
MAG39_3_75	Gene000605
MAG08_3_18	Gene000606
MAG08_3_20	Gene000607
MAG08_3_21	Gene000608
MAG08_3_22	Gene000609
MAG08_3_23	Gene000610
MAG05_47_7	Gene000610
MAG52_6_50	Gene000610
MAG41_113_2	Gene000610
MAG42_365_2	Gene000610
MAG60_17_14	Gene000610
MAG39_3_117	Gene000610
MAG38_3_2	Gene000610
MAG07_100_2	Gene000610
MAG29_39_16	Gene000610
MAG56_53_10	Gene000610
MAG08_3_27	Gene000611
MAG08_3_28	Gene000612
MAG08_3_29	Gene000613
MAG08_3_30	Gene000614
MAG08_3_31	Gene000615
MAG08_3_33	Gene000616
MAG08_3_36	Gene000617
MAG08_3_38	Gene000618
MAG08_3_39	Gene000619
MAG08_3_41	Gene000620
MAG08_3_42	Gene000621
MAG08_3_43	Gene000622
MAG08_3_50	Gene000623
MAG08_3_52	Gene000624
MAG07_31_6	Gene000624
MAG08_46_4	Gene000625
MAG08_46_5	Gene000626
MAG08_46_7	Gene000627
MAG08_46_8	Gene000628
MAG08_46_9	Gene000629
MAG08_47_1	Gene000630
MAG08_47_2	Gene000631
MAG08_47_3	Gene000632
MAG62_61_2	Gene000632
MAG08_47_4	Gene000633
MAG08_47_5	Gene000634
MAG08_48_1	Gene000635
MAG08_48_2	Gene000636
MAG08_48_3	Gene000637
MAG08_48_4	Gene000638
MAG08_48_5	Gene000639
MAG08_48_6	Gene000640
MAG08_48_7	Gene000641
MAG08_48_8	Gene000642
MAG39_1_271	Gene000642
MAG08_24_1	Gene000642
MAG39_1_187	Gene000642
MAG08_23_18	Gene000642
MAG39_21_2	Gene000642
MAG08_48_9	Gene000643
MAG08_49_1	Gene000644
MAG08_49_3	Gene000645
MAG08_50_1	Gene000646
MAG08_50_4	Gene000647
MAG19_303_1	Gene000647
MAG08_51_1	Gene000648
MAG08_52_1	Gene000649
MAG08_52_2	Gene000650
MAG08_52_3	Gene000651
MAG08_52_4	Gene000652
MAG08_53_1	Gene000653
MAG08_54_1	Gene000654
MAG08_54_2	Gene000655
MAG39_1_171	Gene000655
MAG08_54_3	Gene000656
MAG08_55_1	Gene000657
MAG08_55_2	Gene000658
MAG09_1_1	Gene000659
MAG09_1_2	Gene000660
MAG11_2_86	Gene000660
MAG24_2_87	Gene000660
MAG33_84_7	Gene000660
MAG48_2_130	Gene000660
MAG50_19_39	Gene000660
MAG55_51_6	Gene000660
MAG61_3_30	Gene000660
MAG02_4_5	Gene000660
MAG04_14_47	Gene000660
MAG10_24_4	Gene000660
MAG12_8_65	Gene000660
MAG17_22_20	Gene000660
MAG22_11_44	Gene000660
MAG26_10_41	Gene000660
MAG27_16_28	Gene000660
MAG28_3_15	Gene000660
MAG37_7_30	Gene000660
MAG43_4_68	Gene000660
MAG44_7_8	Gene000660
MAG46_4_35	Gene000660
MAG47_5_40	Gene000660
MAG53_3_110	Gene000660
MAG54_28_7	Gene000660
MAG63_10_4	Gene000660
MAG65_381_3	Gene000660
MAG67_2_4	Gene000660
MAG69_3_38	Gene000660
MAG35_5_37	Gene000660
MAG64_17_44	Gene000660
MAG68_2_22	Gene000660
MAG18_2_5	Gene000660
MAG06_2_60	Gene000660
MAG59_5_6	Gene000660
MAG09_1_7	Gene000661
MAG09_1_8	Gene000662
MAG09_1_14	Gene000663
MAG09_46_2	Gene000663
MAG48_2_37	Gene000663
MAG61_3_18	Gene000663
MAG09_1_15	Gene000664
MAG09_1_16	Gene000665
MAG09_1_19	Gene000666
MAG09_1_22	Gene000667
MAG09_1_23	Gene000668
MAG11_2_321	Gene000668
MAG24_15_38	Gene000668
MAG48_2_109	Gene000668
MAG55_133_1	Gene000668
MAG61_38_12	Gene000668
MAG09_1_27	Gene000669
MAG09_1_28	Gene000670
MAG09_1_34	Gene000671
MAG24_2_62	Gene000671
MAG48_2_34	Gene000671
MAG61_21_11	Gene000671
MAG11_7_21	Gene000671
MAG55_58_1	Gene000671
MAG09_1_35	Gene000672
MAG48_2_33	Gene000672
MAG11_7_20	Gene000672
MAG09_1_40	Gene000673
MAG09_1_41	Gene000674
MAG48_2_29	Gene000674
MAG61_17_17	Gene000674
MAG09_1_45	Gene000675
MAG09_1_48	Gene000676
MAG09_1_49	Gene000677
MAG09_1_50	Gene000678
MAG48_2_183	Gene000678
MAG09_1_51	Gene000679
MAG09_1_55	Gene000680
MAG09_1_57	Gene000681
MAG09_1_60	Gene000682
MAG09_12_8	Gene000683
MAG09_12_9	Gene000684
MAG09_12_10	Gene000685
MAG09_12_11	Gene000686
MAG09_12_12	Gene000687
MAG09_12_13	Gene000688
MAG09_12_14	Gene000689
MAG09_12_15	Gene000690
MAG09_12_16	Gene000691
MAG09_12_17	Gene000692
MAG09_12_18	Gene000693
MAG09_12_19	Gene000694
MAG09_12_20	Gene000695
MAG09_12_21	Gene000696
MAG09_12_22	Gene000697
MAG09_12_23	Gene000698
MAG09_12_24	Gene000699
MAG09_12_25	Gene000700
MAG09_12_26	Gene000701
MAG09_12_27	Gene000702
MAG09_12_28	Gene000703
MAG09_12_29	Gene000704
MAG09_12_30	Gene000705
MAG09_12_31	Gene000706
MAG09_12_32	Gene000707
MAG09_12_33	Gene000708
MAG09_12_35	Gene000709
MAG09_12_36	Gene000710
MAG09_12_37	Gene000711
MAG09_12_38	Gene000712
MAG09_12_39	Gene000713
MAG09_12_40	Gene000714
MAG09_12_41	Gene000715
MAG09_12_42	Gene000716
MAG09_12_43	Gene000717
MAG09_12_44	Gene000718
MAG09_12_45	Gene000719
MAG09_12_46	Gene000720
MAG09_12_47	Gene000721
MAG09_12_48	Gene000722
MAG09_12_49	Gene000723
MAG09_13_1	Gene000724
MAG09_13_5	Gene000725
MAG09_13_6	Gene000726
MAG09_13_8	Gene000727
MAG24_4_77	Gene000727
MAG50_12_15	Gene000727
MAG68_5_37	Gene000727
MAG09_13_15	Gene000728
MAG09_13_19	Gene000729
MAG09_13_20	Gene000730
MAG09_13_23	Gene000731
MAG46_7_108	Gene000731
MAG53_4_4	Gene000731
MAG12_5_82	Gene000731
MAG09_13_25	Gene000732
MAG09_14_1	Gene000733
MAG09_14_2	Gene000734
MAG09_14_3	Gene000735
MAG09_14_4	Gene000736
MAG09_14_5	Gene000737
MAG09_14_6	Gene000738
MAG09_14_7	Gene000739
MAG09_14_8	Gene000740
MAG09_14_9	Gene000741
MAG09_14_10	Gene000742
MAG09_14_11	Gene000743
MAG09_14_12	Gene000744
MAG09_14_13	Gene000745
MAG09_14_14	Gene000746
MAG09_14_15	Gene000747
MAG09_14_16	Gene000748
MAG09_14_17	Gene000749
MAG09_14_18	Gene000750
MAG09_14_19	Gene000751
MAG09_14_20	Gene000752
MAG09_14_21	Gene000753
MAG09_14_22	Gene000754
MAG09_14_23	Gene000755
MAG09_14_24	Gene000756
MAG09_14_25	Gene000757
MAG09_14_26	Gene000758
MAG09_14_27	Gene000759
MAG09_14_28	Gene000760
MAG09_14_29	Gene000761
MAG09_14_30	Gene000762
MAG09_14_31	Gene000763
MAG10_24_16	Gene000764
MAG49_12_4	Gene000764
MAG02_103_3	Gene000764
MAG22_37_14	Gene000764
MAG53_5_3	Gene000764
MAG68_57_9	Gene000764
MAG26_37_14	Gene000764
MAG04_28_18	Gene000764
MAG27_32_6	Gene000764
MAG28_19_34	Gene000764
MAG33_112_6	Gene000764
MAG43_29_15	Gene000764
MAG50_46_19	Gene000764
MAG54_42_12	Gene000764
MAG67_24_18	Gene000764
MAG46_9_44	Gene000764
MAG10_24_20	Gene000765
MAG26_25_36	Gene000765
MAG46_9_41	Gene000765
MAG02_15_12	Gene000765
MAG10_24_23	Gene000766
MAG10_24_25	Gene000767
MAG10_24_27	Gene000768
MAG33_15_25	Gene000768
MAG53_74_6	Gene000768
MAG49_54_6	Gene000768
MAG50_15_17	Gene000768
MAG27_38_13	Gene000768
MAG67_11_25	Gene000768
MAG44_4_122	Gene000768
MAG46_9_11	Gene000768
MAG64_2_269	Gene000768
MAG68_29_25	Gene000768
MAG26_3_34	Gene000768
MAG47_20_13	Gene000768
MAG02_100_8	Gene000768
MAG28_15_28	Gene000768
MAG04_3_21	Gene000768
MAG17_48_8	Gene000768
MAG43_2_98	Gene000768
MAG37_60_5	Gene000768
MAG69_5_25	Gene000768
MAG63_12_9	Gene000768
MAG54_21_4	Gene000768
MAG22_66_7	Gene000768
MAG61_1_122	Gene000768
MAG24_9_50	Gene000768
MAG11_3_167	Gene000768
MAG55_73_6	Gene000768
MAG48_1_290	Gene000768
MAG09_2_52	Gene000768
MAG12_4_152	Gene000768
MAG35_62_7	Gene000768
MAG10_24_29	Gene000769
MAG50_67_16	Gene000769
MAG53_4_23	Gene000769
MAG44_3_28	Gene000769
MAG10_24_30	Gene000770
MAG68_52_15	Gene000770
MAG10_25_4	Gene000771
MAG10_25_5	Gene000772
MAG10_25_6	Gene000773
MAG02_7_8	Gene000773
MAG46_26_13	Gene000773
MAG68_8_12	Gene000773
MAG44_10_40	Gene000773
MAG10_25_8	Gene000774
MAG10_25_9	Gene000775
MAG10_25_13	Gene000776
MAG10_25_15	Gene000777
MAG10_25_16	Gene000778
MAG10_25_20	Gene000779
MAG64_6_88	Gene000779
MAG33_54_17	Gene000779
MAG46_23_32	Gene000779
MAG44_6_2	Gene000779
MAG22_27_10	Gene000779
MAG43_53_9	Gene000779
MAG49_69_2	Gene000779
MAG26_8_12	Gene000779
MAG02_47_1	Gene000779
MAG47_46_13	Gene000779
MAG54_61_7	Gene000779
MAG68_25_11	Gene000779
MAG53_11_9	Gene000779
MAG27_3_48	Gene000779
MAG65_168_3	Gene000779
MAG67_13_29	Gene000779
MAG10_25_21	Gene000780
MAG10_26_1	Gene000781
MAG10_26_11	Gene000782
MAG02_33_11	Gene000782
MAG04_21_36	Gene000782
MAG17_14_22	Gene000782
MAG28_1_103	Gene000782
MAG37_13_27	Gene000782
MAG44_1_97	Gene000782
MAG46_2_100	Gene000782
MAG47_38_15	Gene000782
MAG53_2_10	Gene000782
MAG54_5_32	Gene000782
MAG65_65_5	Gene000782
MAG68_26_21	Gene000782
MAG69_20_21	Gene000782
MAG22_43_10	Gene000782
MAG27_29_30	Gene000782
MAG63_91_9	Gene000782
MAG10_26_12	Gene000783
MAG46_2_99	Gene000783
MAG10_26_21	Gene000784
MAG10_26_2	Gene000784
MAG10_26_24	Gene000785
MAG60_5_44	Gene000785
MAG44_3_88	Gene000785
MAG46_1_85	Gene000785
MAG68_26_3	Gene000785
MAG10_26_25	Gene000786
MAG10_26_26	Gene000787
MAG10_26_27	Gene000788
MAG10_26_28	Gene000789
MAG10_26_30	Gene000790
MAG10_27_3	Gene000791
MAG54_149_4	Gene000791
MAG44_2_72	Gene000791
MAG10_27_5	Gene000792
MAG10_27_6	Gene000793
MAG10_27_8	Gene000794
MAG02_92_8	Gene000794
MAG46_3_94	Gene000794
MAG10_27_11	Gene000795
MAG10_27_13	Gene000796
MAG10_28_3	Gene000797
MAG02_73_9	Gene000797
MAG46_6_36	Gene000797
MAG10_28_8	Gene000798
MAG10_28_11	Gene000799
MAG10_28_13	Gene000800
MAG49_30_18	Gene000800
MAG44_1_145	Gene000800
MAG02_32_16	Gene000800
MAG09_15_25	Gene000800
MAG37_37_3	Gene000800
MAG46_1_54	Gene000800
MAG55_72_6	Gene000800
MAG65_25_5	Gene000800
MAG11_2_149	Gene000801
MAG11_2_153	Gene000802
MAG48_1_30	Gene000802
MAG09_4_123	Gene000802
MAG61_13_15	Gene000802
MAG24_1_212	Gene000802
MAG11_2_159	Gene000803
MAG48_1_24	Gene000803
MAG55_32_11	Gene000803
MAG09_4_168	Gene000803
MAG61_13_9	Gene000803
MAG24_15_17	Gene000803
MAG11_2_161	Gene000804
MAG24_15_16	Gene000804
MAG09_4_166	Gene000804
MAG61_12_17	Gene000804
MAG55_32_12	Gene000804
MAG48_1_21	Gene000804
MAG11_2_165	Gene000805
MAG55_29_11	Gene000805
MAG61_10_49	Gene000805
MAG24_1_93	Gene000805
MAG26_14_5	Gene000805
MAG47_7_45	Gene000805
MAG67_11_17	Gene000805
MAG09_2_152	Gene000805
MAG12_4_67	Gene000805
MAG53_69_1	Gene000805
MAG11_2_174	Gene000806
MAG55_29_2	Gene000806
MAG09_2_143	Gene000806
MAG53_33_40	Gene000806
MAG47_60_4	Gene000806
MAG27_2_70	Gene000806
MAG11_2_175	Gene000807
MAG09_2_142	Gene000807
MAG11_2_176	Gene000808
MAG27_2_68	Gene000808
MAG55_110_2	Gene000808
MAG09_2_141	Gene000808
MAG47_60_2	Gene000808
MAG11_2_177	Gene000809
MAG11_2_183	Gene000810
MAG11_2_184	Gene000811
MAG61_4_60	Gene000811
MAG09_8_48	Gene000811
MAG11_2_188	Gene000812
MAG48_1_877	Gene000812
MAG55_48_7	Gene000812
MAG09_8_39	Gene000812
MAG61_1_15	Gene000812
MAG11_2_193	Gene000813
MAG61_8_37	Gene000813
MAG09_8_18	Gene000813
MAG24_1_231	Gene000813
MAG48_1_115	Gene000813
MAG55_41_1	Gene000813
MAG11_2_195	Gene000814
MAG11_2_199	Gene000815
MAG09_3_214	Gene000815
MAG11_2_201	Gene000816
MAG11_2_203	Gene000817
MAG61_8_18	Gene000817
MAG11_2_208	Gene000818
MAG11_2_211	Gene000819
MAG11_2_212	Gene000820
MAG11_2_213	Gene000821
MAG33_9_21	Gene000821
MAG11_2_215	Gene000822
MAG11_2_216	Gene000823
MAG11_2_217	Gene000824
MAG11_2_219	Gene000825
MAG11_2_220	Gene000826
MAG11_2_221	Gene000827
MAG11_2_222	Gene000828
MAG33_9_14	Gene000828
MAG11_2_223	Gene000829
MAG33_9_13	Gene000829
MAG11_2_224	Gene000830
MAG61_51_4	Gene000830
MAG09_4_48	Gene000830
MAG24_7_90	Gene000830
MAG11_2_237	Gene000831
MAG09_1_104	Gene000831
MAG48_5_102	Gene000831
MAG61_53_5	Gene000831
MAG11_2_239	Gene000832
MAG55_3_26	Gene000832
MAG24_4_92	Gene000832
MAG09_1_101	Gene000832
MAG48_5_100	Gene000832
MAG61_53_7	Gene000832
MAG11_2_243	Gene000833
MAG48_5_96	Gene000833
MAG09_1_97	Gene000833
MAG61_71_2	Gene000833
MAG11_2_244	Gene000834
MAG11_2_245	Gene000835
MAG11_8_50	Gene000836
MAG11_8_54	Gene000837
MAG24_6_77	Gene000837
MAG09_11_4	Gene000837
MAG48_6_9	Gene000837
MAG11_8_56	Gene000838
MAG11_8_57	Gene000839
MAG11_8_58	Gene000840
MAG11_8_60	Gene000841
MAG11_9_3	Gene000842
MAG11_9_4	Gene000843
MAG11_9_5	Gene000844
MAG11_9_6	Gene000845
MAG11_9_7	Gene000846
MAG11_9_11	Gene000847
MAG11_9_17	Gene000848
MAG11_9_23	Gene000849
MAG11_9_26	Gene000850
MAG09_1_10	Gene000850
MAG11_9_32	Gene000851
MAG11_9_33	Gene000852
MAG11_9_37	Gene000853
MAG09_1_335	Gene000853
MAG11_10_9	Gene000854
MAG11_10_10	Gene000855
MAG33_14_4	Gene000855
MAG48_5_124	Gene000855
MAG61_14_4	Gene000855
MAG11_10_11	Gene000856
MAG61_14_5	Gene000856
MAG11_10_14	Gene000857
MAG11_10_15	Gene000858
MAG11_10_16	Gene000859
MAG11_10_17	Gene000860
MAG11_10_18	Gene000861
MAG11_10_24	Gene000862
MAG11_10_25	Gene000863
MAG11_10_26	Gene000864
MAG11_10_27	Gene000865
MAG11_11_1	Gene000866
MAG11_11_4	Gene000867
MAG11_11_5	Gene000868
MAG09_16_27	Gene000868
MAG11_11_7	Gene000869
MAG61_28_12	Gene000869
MAG63_118_5	Gene000869
MAG69_6_30	Gene000869
MAG10_97_4	Gene000869
MAG43_64_2	Gene000869
MAG11_11_10	Gene000870
MAG11_11_11	Gene000871
MAG11_11_13	Gene000872
MAG11_11_14	Gene000873
MAG11_11_15	Gene000874
MAG11_11_16	Gene000875
MAG11_12_1	Gene000876
MAG11_12_2	Gene000877
MAG48_2_184	Gene000877
MAG61_37_2	Gene000877
MAG09_1_47	Gene000877
MAG11_12_3	Gene000878
MAG12_3_192	Gene000879
MAG12_3_193	Gene000880
MAG12_3_195	Gene000881
MAG12_3_196	Gene000882
MAG12_3_197	Gene000883
MAG12_3_199	Gene000884
MAG12_3_200	Gene000885
MAG12_3_204	Gene000886
MAG12_3_207	Gene000887
MAG12_3_209	Gene000888
MAG55_20_14	Gene000888
MAG12_3_211	Gene000889
MAG12_3_212	Gene000890
MAG12_3_213	Gene000891
MAG12_3_214	Gene000892
MAG12_3_215	Gene000893
MAG12_3_216	Gene000894
MAG12_3_217	Gene000895
MAG12_3_219	Gene000896
MAG31_210_2	Gene000896
MAG12_3_220	Gene000897
MAG12_3_221	Gene000898
MAG12_3_222	Gene000899
MAG12_3_223	Gene000900
MAG61_22_8	Gene000900
MAG12_3_224	Gene000901
MAG12_3_225	Gene000902
MAG12_3_227	Gene000903
MAG02_138_6	Gene000903
MAG12_3_228	Gene000904
MAG12_3_229	Gene000905
MAG12_3_231	Gene000906
MAG12_3_232	Gene000907
MAG12_3_233	Gene000908
MAG12_3_234	Gene000909
MAG12_3_235	Gene000910
MAG12_3_236	Gene000911
MAG12_3_237	Gene000912
MAG12_3_238	Gene000913
MAG12_3_239	Gene000914
MAG12_3_241	Gene000915
MAG12_3_244	Gene000916
MAG37_26_15	Gene000916
MAG43_7_22	Gene000916
MAG64_14_101	Gene000916
MAG09_2_237	Gene000916
MAG11_3_58	Gene000916
MAG24_5_118	Gene000916
MAG48_1_613	Gene000916
MAG50_61_4	Gene000916
MAG61_5_35	Gene000916
MAG17_47_7	Gene000916
MAG28_5_19	Gene000916
MAG33_4_66	Gene000916
MAG35_13_42	Gene000916
MAG26_4_78	Gene000916
MAG47_20_12	Gene000916
MAG49_17_5	Gene000916
MAG65_126_3	Gene000916
MAG69_2_123	Gene000916
MAG53_8_38	Gene000916
MAG54_38_10	Gene000916
MAG68_94_9	Gene000916
MAG02_62_6	Gene000916
MAG04_11_28	Gene000916
MAG10_46_8	Gene000916
MAG46_11_30	Gene000916
MAG12_3_245	Gene000917
MAG12_4_3	Gene000918
MAG12_4_4	Gene000919
MAG12_4_5	Gene000920
MAG12_4_6	Gene000921
MAG12_4_7	Gene000922
MAG12_4_9	Gene000923
MAG12_4_10	Gene000924
MAG12_4_11	Gene000925
MAG12_4_12	Gene000926
MAG15_2_104	Gene000926
MAG19_381_2	Gene000926
MAG12_4_17	Gene000927
MAG12_4_18	Gene000928
MAG12_4_20	Gene000929
MAG12_4_22	Gene000930
MAG12_4_23	Gene000931
MAG12_4_24	Gene000932
MAG12_4_25	Gene000933
MAG12_4_27	Gene000934
MAG12_4_29	Gene000935
MAG12_4_31	Gene000936
MAG12_4_32	Gene000937
MAG12_4_34	Gene000938
MAG12_4_36	Gene000939
MAG12_4_37	Gene000940
MAG12_4_38	Gene000941
MAG33_10_8	Gene000941
MAG46_2_38	Gene000941
MAG10_2_32	Gene000941
MAG12_4_40	Gene000942
MAG12_4_41	Gene000943
MAG12_4_42	Gene000944
MAG12_4_43	Gene000945
MAG12_4_45	Gene000946
MAG12_4_46	Gene000947
MAG12_4_47	Gene000948
MAG13_24_5	Gene000949
MAG13_24_6	Gene000950
MAG13_24_7	Gene000951
MAG13_25_2	Gene000952
MAG13_25_3	Gene000953
MAG27_2_193	Gene000953
MAG22_85_2	Gene000953
MAG53_6_86	Gene000953
MAG13_6_6	Gene000953
MAG13_25_5	Gene000954
MAG27_2_195	Gene000954
MAG27_1_25	Gene000954
MAG13_25_6	Gene000955
MAG13_25_7	Gene000956
MAG13_26_1	Gene000957
MAG13_26_2	Gene000958
MAG13_26_4	Gene000959
MAG02_152_3	Gene000959
MAG24_14_11	Gene000959
MAG12_3_18	Gene000959
MAG63_75_9	Gene000959
MAG13_26_6	Gene000960
MAG13_27_1	Gene000961
MAG13_27_3	Gene000962
MAG13_27_4	Gene000963
MAG53_10_45	Gene000963
MAG13_27_7	Gene000964
MAG13_28_1	Gene000965
MAG43_85_1	Gene000965
MAG13_28_4	Gene000966
MAG37_11_31	Gene000966
MAG54_80_3	Gene000966
MAG13_28_7	Gene000967
MAG13_28_8	Gene000968
MAG13_28_9	Gene000969
MAG13_29_1	Gene000970
MAG13_29_3	Gene000971
MAG13_29_4	Gene000972
MAG13_29_6	Gene000973
MAG13_30_1	Gene000974
MAG13_30_2	Gene000975
MAG13_30_3	Gene000976
MAG13_30_5	Gene000977
MAG13_30_6	Gene000978
MAG13_30_7	Gene000979
MAG13_30_8	Gene000980
MAG13_31_2	Gene000981
MAG13_31_5	Gene000982
MAG13_31_6	Gene000983
MAG13_32_1	Gene000984
MAG13_32_2	Gene000985
MAG13_32_3	Gene000986
MAG13_32_4	Gene000987
MAG13_32_5	Gene000988
MAG13_32_8	Gene000989
MAG13_33_1	Gene000990
MAG13_33_4	Gene000991
MAG49_22_24	Gene000991
MAG69_14_29	Gene000991
MAG13_33_6	Gene000992
MAG13_33_7	Gene000993
MAG13_33_8	Gene000994
MAG24_5_84	Gene000994
MAG13_33_10	Gene000995
MAG13_34_1	Gene000996
MAG13_34_2	Gene000997
MAG47_6_23	Gene000997
MAG13_34_3	Gene000998
MAG13_34_4	Gene000999
MAG13_34_8	Gene001000
MAG13_35_1	Gene001001
MAG13_35_2	Gene001002
MAG46_5_17	Gene001002
MAG13_35_3	Gene001003
MAG47_9_11	Gene001003
MAG48_1_270	Gene001003
MAG13_35_4	Gene001004
MAG13_35_5	Gene001005
MAG13_35_6	Gene001006
MAG13_35_7	Gene001007
MAG13_36_1	Gene001008
MAG13_36_2	Gene001009
MAG49_7_31	Gene001009
MAG13_36_6	Gene001010
MAG13_37_1	Gene001011
MAG13_37_2	Gene001012
MAG28_39_7	Gene001012
